season,week,team,season_type,game_id,opponent_team,completions,attempts,passing_yards,passing_tds,passing_interceptions,sacks_suffered,sack_yards_lost,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_cpoe,passing_2pt_conversions,passing_10,passing_16,passing_20,passing_40,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,rushing_10,rushing_12,rushing_20,rushing_40,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,receiving_10,receiving_16,receiving_20,receiving_40,special_teams_tds,def_tackles_solo,def_tackles_with_assist,def_tackle_assists,def_tackles_for_loss,def_tackles_for_loss_yards,def_fumbles_forced,def_sacks,def_sack_yards,def_qb_hits,def_interceptions,def_interception_yards,def_pass_defended,def_tds,def_fumbles,def_safeties,def_punt_blocks,def_pat_blocks,def_fg_blocks,def_2pt_atts,def_2pt_made,misc_yards,fumble_recovery_own,fumble_recovery_yards_own,fumble_recovery_opp,fumble_recovery_yards_opp,fumble_recovery_tds,penalties,penalty_yards,timeouts,fumbles_forced_by_opp,fumbles_not_forced,fumbles_out_of_bounds,fumbles_total,fumbles_lost_total,punt_returns,punt_return_yards,kickoff_returns,kickoff_return_yards,fg_made,fg_att,fg_missed,fg_blocked,fg_long,fg_pct,fg_made_0_19,fg_made_20_29,fg_made_30_39,fg_made_40_49,fg_made_50_59,fg_made_60_,fg_missed_0_19,fg_missed_20_29,fg_missed_30_39,fg_missed_40_49,fg_missed_50_59,fg_missed_60_,fg_made_list,fg_missed_list,fg_blocked_list,fg_made_distance,fg_missed_distance,fg_blocked_distance,pat_made,pat_att,pat_missed,pat_blocked,pat_pct,gwfg_made,gwfg_att,gwfg_missed,gwfg_blocked,gwfg_distance,pt_att,pt_blocked,pt_long,pt_yards,pt_inside_20,pt_out_of_bounds,pt_downed,pt_touchback,pt_fair_caught,pt_returned,pt_return_yards,pt_return_tds,pt_net_yards
2004,1,ARI,REG,2004_01_ARI_STL,LA,18,29,181,0,0,2,-24,0,0,0,181,9,-4.1820403902675,,0,6,2,2,0,23,103,1,0,0,4,-0.514206615572957,0,5,2,0,0,18,0,181,0,0,0,0,0,9,7.37979613820789,0,6,2,2,0,0,53,3,3,0,0,2,0,0,0,1,-1,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,59,6,0,0,0,0,0,1,7,5,138,1,1,0,0,22,1,0,1,0,0,0,0,0,0,0,0,0,0,22,,,22,0,0,1,1,0,0,1,0,0,0,0,0,8,0,48,342,2,0,2,1,3,2,13,0,309
2004,1,ATL,REG,2004_01_ATL_SF,SF,13,22,163,1,1,4,-31,2,0,0,163,8,-6.10203645756701,,0,7,6,4,0,28,95,2,0,0,4,0.767560356878676,0,2,1,0,0,13,0,163,1,0,0,0,0,8,12.1035630086553,0,7,6,4,0,0,50,7,7,0,0,1,3,20,0,1,85,13,0,0,0,0,0,0,0,0,0,2,0,1,0,0,7,72,5,2,0,0,2,0,3,19,4,49,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,3,3,0,0,1,0,0,0,0,0,8,0,55,319,3,1,2,1,1,3,4,0,295
2004,1,BAL,REG,2004_01_BAL_CLE,CLE,22,38,191,0,2,3,-25,1,1,0,191,9,-9.34406784470775,,0,6,3,1,0,26,88,0,0,0,5,-4.48081690772948,0,0,0,0,0,22,0,191,0,1,0,0,0,9,10.9122536586365,0,6,3,1,0,0,33,17,17,0,0,0,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,46,6,2,0,0,2,1,6,5,4,78,1,1,0,0,42,1,0,0,0,1,0,0,0,0,0,0,0,0,42,,,42,0,0,0,0,0,0,,0,0,0,0,0,7,0,52,271,2,1,1,1,2,2,19,0,232
2004,1,BUF,REG,2004_01_JAX_BUF,JAX,17,26,153,1,0,1,-6,0,0,0,153,10,4.83211729008955,,0,7,2,1,0,36,95,0,1,1,5,-10.6810866951361,0,2,2,0,0,17,0,153,1,2,1,0,0,10,11.6923929767217,0,7,2,1,0,0,31,11,25,0,0,0,2,5,0,2,35,5,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,7,78,3,2,1,0,3,2,1,5,2,43,1,2,1,0,25,0.5,0,1,0,0,0,0,0,0,0,1,0,0,25,42,,25,42,0,1,1,0,0,1,0,0,0,0,0,5,0,46,143,1,0,1,0,0,4,34,0,109
2004,1,CAR,REG,2004_01_GB_CAR,GB,23,40,284,2,1,2,-22,0,0,0,284,14,6.47883900685702,,0,11,6,5,0,13,38,0,1,1,1,-7.8371169733,0,0,0,0,0,23,0,284,2,0,0,0,0,14,22.1653045266867,0,11,6,5,0,0,55,11,13,0,0,1,2,16,0,0,0,2,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,9,59,5,1,1,0,2,1,0,0,5,90,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,2,2,0,0,1,0,0,0,0,0,5,0,54,217,3,0,0,0,2,3,26,0,191
2004,1,CHI,REG,2004_01_DET_CHI,DET,16,35,227,0,2,3,-13,1,1,0,227,8,-3.690073582693,,0,9,5,4,0,32,128,2,0,0,8,-1.25063511317501,0,2,2,1,0,16,0,227,0,1,1,0,0,8,16.8153669929889,0,9,5,4,0,0,35,14,14,0,0,0,1,2,0,1,0,4,0,1,1,0,0,0,0,0,0,1,0,0,0,0,9,95,4,3,0,0,3,2,4,80,6,132,0,1,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,27,0,0,27,2,2,0,0,1,0,0,0,0,0,7,0,57,322,4,2,3,1,0,1,2,0,300
2004,1,CIN,REG,2004_01_CIN_NYJ,NYJ,18,27,248,2,1,1,-10,0,0,0,248,11,14.6593036855956,,0,8,5,4,1,28,113,1,1,1,8,-8.06028662779136,0,4,3,1,0,18,0,248,2,0,0,0,0,11,24.935375995934,0,8,5,4,1,0,41,14,14,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,49,3,1,0,0,1,1,0,0,5,127,1,1,0,0,22,1,0,1,0,0,0,0,0,0,0,0,0,0,22,,,22,0,0,3,3,0,0,1,0,0,0,0,0,3,0,51,151,2,0,1,0,0,2,13,0,138
2004,1,CLE,REG,2004_01_BAL_CLE,BAL,15,24,180,1,0,2,-15,0,0,0,180,6,0.668266010604805,,0,5,3,3,2,29,85,1,0,0,4,-6.35768629837548,0,2,0,0,0,15,0,180,1,0,0,0,0,6,11.3382533468539,0,5,3,3,2,0,36,21,21,0,0,2,3,25,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,50,4,0,0,0,0,0,2,19,1,30,2,2,0,0,37,1,0,1,1,0,0,0,0,0,0,0,0,0,37;25,,,62,0,0,2,2,0,0,1,0,0,0,0,0,7,0,54,316,3,0,1,0,0,6,5,0,311
2004,1,DAL,REG,2004_01_DAL_MIN,MIN,29,51,355,1,0,1,-3,0,0,0,355,18,10.2562675813873,,0,17,8,4,0,21,71,1,2,1,7,-2.49848160735564,0,2,1,0,0,29,0,355,1,1,1,0,0,18,26.6810562697938,0,17,8,4,0,0,37,11,11,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,-1,0,0,0,9,119,2,2,2,0,4,2,1,12,6,152,1,1,0,0,27,1,0,1,0,0,0,0,0,0,0,0,0,0,27,,,27,0,0,2,2,0,0,1,0,0,0,0,0,3,0,40,98,2,1,0,0,1,1,1,0,97
2004,1,DEN,REG,2004_01_KC_DEN,KC,18,29,230,2,2,2,-19,0,0,0,230,11,1.12272578915496,,0,9,4,3,1,35,202,2,1,1,12,1.23773748529493,0,7,5,2,1,18,0,230,2,1,0,0,0,11,17.771082684194,0,9,4,3,1,0,34,6,16,0,0,0,1,23,0,1,0,13,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4,35,4,2,1,1,3,1,4,55,4,113,2,2,0,0,45,1,0,0,0,2,0,0,0,0,0,0,0,0,43;45,,,88,0,0,4,4,0,0,1,0,0,0,0,0,2,0,66,113,1,1,0,0,0,1,26,0,87
